amount,payment_method,merchant_category,subscription_status,failure_category,failure_code,attempt_number,previous_transactions,previous_successes,previous_failures,previous_recovery_successes,customer_failure_rate,hour_of_day,day_of_week,is_weekend,recovered
7639.69,upi,ecommerce,none,network_failure,NETWORK_ERROR,2,27,24,3,1,0.1111111111111111,5,0,0,0
526.07,upi,ecommerce,none,insufficient_funds,INSUFFICIENT_FUNDS,3,25,20,5,2,0.2,6,0,0,0
797.68,debit_card,saas,none,authentication_failure,AUTH_FAILED,2,27,20,7,0,0.2592592592592592,9,0,0,0
569.34,credit_card,ecommerce,active,transient,PROCESSING_TIMEOUT,3,25,20,5,3,0.2,10,0,0,1
752.7,credit_card,ecommerce,none,expired_payment_method,CARD_EXPIRED,1,17,14,3,1,0.1764705882352941,12,0,0,0
2192.62,credit_card,saas,active,transient,GATEWAY_TIMEOUT,1,17,16,1,1,0.0588235294117647,13,0,0,1
3073.94,credit_card,ecommerce,active,insufficient_funds,BALANCE_LOW,2,12,11,1,1,0.0833333333333333,13,0,0,0
1343.08,upi,travel,none,expired_payment_method,CARD_EXPIRED,1,25,20,5,4,0.2,13,0,0,0
3142.15,upi,saas,none,transient,GATEWAY_TIMEOUT,1,29,22,7,5,0.2413793103448276,15,0,0,0
11254.59,upi,travel,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,2,29,24,5,0,0.1724137931034483,16,0,0,0
501.5,credit_card,education,none,merchant_error,INVALID_REQUEST,1,10,10,0,0,0.0,17,0,0,0
1148.33,credit_card,saas,none,authentication_failure,OTP_FAILED,3,28,20,8,5,0.2857142857142857,18,0,0,0
1042.59,credit_card,saas,past_due,transient,GATEWAY_TIMEOUT,1,26,21,5,1,0.1923076923076923,19,0,0,1
564.73,upi,education,past_due,insufficient_funds,BALANCE_LOW,1,26,19,7,2,0.2692307692307692,20,0,0,0
1304.6,credit_card,food,none,transient,PROCESSING_TIMEOUT,1,23,22,1,1,0.0434782608695652,20,0,0,1
1575.71,upi,saas,past_due,transient,GATEWAY_TIMEOUT,2,12,8,4,0,0.3333333333333333,21,0,0,0
3132.41,credit_card,education,none,transient,GATEWAY_TIMEOUT,2,26,26,0,0,0.0,22,0,0,0
3378.62,debit_card,travel,none,unknown,UNKNOWN_ERROR,1,28,27,1,0,0.0357142857142857,0,1,0,0
1809.45,upi,food,none,transient,GATEWAY_TIMEOUT,2,12,11,1,0,0.0833333333333333,0,1,0,0
4107.63,netbanking,travel,none,transient,PROCESSING_TIMEOUT,3,28,24,4,3,0.1428571428571428,1,1,0,0
213.65,upi,food,none,transient,GATEWAY_TIMEOUT,2,2,1,1,1,0.5,1,1,0,1
2377.61,upi,healthcare,none,authentication_failure,AUTH_FAILED,2,9,7,2,0,0.2222222222222222,2,1,0,0
6547.08,upi,travel,active,transient,GATEWAY_TIMEOUT,1,4,3,1,1,0.25,3,1,0,1
3931.37,upi,saas,none,insufficient_funds,BALANCE_LOW,2,26,24,2,0,0.0769230769230769,3,1,0,0
2039.93,wallet,saas,none,transient,PROCESSING_TIMEOUT,1,17,10,7,7,0.4117647058823529,3,1,0,0
2545.16,wallet,healthcare,none,transient,PROCESSING_TIMEOUT,2,15,15,0,0,0.0,4,1,0,0
853.94,netbanking,saas,active,unknown,UNKNOWN_ERROR,1,26,25,1,0,0.0384615384615384,4,1,0,0
2022.09,netbanking,healthcare,active,expired_payment_method,CARD_EXPIRED,1,7,6,1,0,0.1428571428571428,5,1,0,1
5432.79,upi,food,active,network_failure,NETWORK_ERROR,1,28,20,8,8,0.2857142857142857,5,1,0,0
2309.77,netbanking,ecommerce,none,authentication_failure,OTP_FAILED,1,27,17,10,3,0.3703703703703703,6,1,0,1
1070.61,upi,travel,active,transient,PROCESSING_TIMEOUT,1,2,2,0,0,0.0,6,1,0,1
806.35,credit_card,saas,active,transient,PROCESSING_TIMEOUT,2,26,22,4,3,0.1538461538461538,7,1,0,0
1414.44,credit_card,food,past_due,authentication_failure,AUTH_FAILED,2,16,15,1,1,0.0625,8,1,0,1
3547.73,upi,ecommerce,none,transient,PROCESSING_TIMEOUT,1,27,23,4,2,0.1481481481481481,9,1,0,0
1619.56,credit_card,healthcare,none,authentication_failure,AUTH_FAILED,3,14,12,2,0,0.1428571428571428,10,1,0,0
1449.65,upi,education,past_due,transient,PROCESSING_TIMEOUT,1,17,13,4,2,0.2352941176470588,10,1,0,0
3687.94,credit_card,food,none,authentication_failure,OTP_FAILED,1,17,15,2,1,0.1176470588235294,11,1,0,1
8358.18,netbanking,education,none,authentication_failure,AUTH_FAILED,1,12,7,5,2,0.4166666666666667,13,1,0,0
866.3,upi,ecommerce,none,authentication_failure,OTP_FAILED,2,18,16,2,2,0.1111111111111111,17,1,0,1
727.65,upi,ecommerce,none,unknown,UNKNOWN_ERROR,1,5,4,1,1,0.2,18,1,0,0
1782.22,upi,travel,none,transient,GATEWAY_TIMEOUT,2,26,21,5,3,0.1923076923076923,19,1,0,1
899.5,netbanking,saas,none,transient,PROCESSING_TIMEOUT,1,29,29,0,0,0.0,19,1,0,1
5788.11,netbanking,ecommerce,none,unknown,UNKNOWN_ERROR,1,23,15,8,1,0.3478260869565217,19,1,0,1
1624.17,credit_card,ecommerce,active,transient,PROCESSING_TIMEOUT,1,28,26,2,0,0.0714285714285714,20,1,0,1
1630.54,wallet,saas,active,transient,GATEWAY_TIMEOUT,1,8,5,3,1,0.375,21,1,0,1
2073.74,credit_card,food,none,insufficient_funds,INSUFFICIENT_FUNDS,2,1,1,0,0,0.0,22,1,0,1
1377.16,upi,travel,none,insufficient_funds,INSUFFICIENT_FUNDS,1,7,6,1,0,0.1428571428571428,22,1,0,0
4954.72,upi,education,none,network_failure,CONNECTION_FAILED,1,3,3,0,0,0.0,23,1,0,1
2774.77,debit_card,travel,past_due,network_failure,NETWORK_ERROR,1,22,19,3,1,0.1363636363636363,23,1,0,0
755.29,credit_card,healthcare,active,transient,GATEWAY_TIMEOUT,1,28,16,12,8,0.4285714285714285,23,1,0,1
2801.42,netbanking,ecommerce,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,23,21,2,1,0.0869565217391304,0,2,0,0
2579.53,upi,ecommerce,none,expired_payment_method,CARD_EXPIRED,3,18,17,1,1,0.0555555555555555,0,2,0,0
718.41,netbanking,travel,none,authentication_failure,OTP_FAILED,1,5,5,0,0,0.0,1,2,0,0
12983.66,upi,food,none,insufficient_funds,INSUFFICIENT_FUNDS,1,22,16,6,3,0.2727272727272727,1,2,0,0
3635.67,credit_card,travel,none,authentication_failure,OTP_FAILED,1,2,2,0,0,0.0,2,2,0,1
2661.76,credit_card,ecommerce,none,transient,PROCESSING_TIMEOUT,2,13,11,2,2,0.1538461538461538,3,2,0,1
3646.12,debit_card,food,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,5,4,1,1,0.2,3,2,0,0
3033.32,upi,healthcare,active,merchant_error,INVALID_REQUEST,1,8,7,1,0,0.125,5,2,0,0
731.31,upi,saas,none,transient,GATEWAY_TIMEOUT,1,10,9,1,0,0.1,6,2,0,0
1791.83,upi,food,none,expired_payment_method,CARD_EXPIRED,1,4,3,1,0,0.25,8,2,0,1
2896.81,upi,ecommerce,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,26,20,6,4,0.2307692307692307,8,2,0,0
8162.51,debit_card,healthcare,active,unknown,UNKNOWN_ERROR,1,5,5,0,0,0.0,8,2,0,0
554.34,debit_card,saas,active,insufficient_funds,INSUFFICIENT_FUNDS,1,21,16,5,1,0.238095238095238,10,2,0,0
720.23,credit_card,food,active,insufficient_funds,INSUFFICIENT_FUNDS,1,23,16,7,4,0.3043478260869565,11,2,0,1
597.86,netbanking,saas,none,transient,PROCESSING_TIMEOUT,1,27,19,8,7,0.2962962962962963,13,2,0,1
1881.07,wallet,ecommerce,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,7,2,5,4,0.7142857142857143,14,2,0,1
2005.58,debit_card,saas,none,unknown,UNKNOWN_ERROR,3,2,1,1,1,0.5,15,2,0,0
2305.41,upi,food,none,insufficient_funds,INSUFFICIENT_FUNDS,1,12,9,3,1,0.25,15,2,0,0
566.28,netbanking,education,none,merchant_error,INVALID_REQUEST,3,16,14,2,0,0.125,18,2,0,0
10211.16,upi,education,active,insufficient_funds,INSUFFICIENT_FUNDS,2,1,0,1,0,1.0,19,2,0,0
1005.3,credit_card,ecommerce,none,authentication_failure,OTP_FAILED,2,29,24,5,3,0.1724137931034483,19,2,0,1
2222.81,upi,education,past_due,insufficient_funds,BALANCE_LOW,2,26,20,6,4,0.2307692307692307,20,2,0,0
1584.57,upi,education,none,transient,GATEWAY_TIMEOUT,1,10,8,2,0,0.2,21,2,0,1
1605.3,upi,healthcare,none,insufficient_funds,INSUFFICIENT_FUNDS,1,9,8,1,0,0.1111111111111111,22,2,0,1
5220.56,credit_card,ecommerce,past_due,insufficient_funds,INSUFFICIENT_FUNDS,2,26,23,3,3,0.1153846153846153,0,3,0,0
368.89,debit_card,ecommerce,none,authentication_failure,OTP_FAILED,1,22,17,5,5,0.2272727272727272,4,3,0,1
1812.18,credit_card,food,past_due,merchant_error,INVALID_REQUEST,1,24,17,7,7,0.2916666666666667,5,3,0,1
1309.31,debit_card,healthcare,active,authentication_failure,OTP_FAILED,2,8,6,2,0,0.25,6,3,0,0
9955.24,upi,education,none,transient,PROCESSING_TIMEOUT,1,8,7,1,1,0.125,6,3,0,0
3488.65,credit_card,ecommerce,none,authentication_failure,AUTH_FAILED,1,22,16,6,4,0.2727272727272727,7,3,0,1
1554.04,upi,ecommerce,active,network_failure,NETWORK_ERROR,1,25,21,4,4,0.16,8,3,0,1
2928.88,credit_card,ecommerce,active,unknown,UNKNOWN_ERROR,3,17,14,3,2,0.1764705882352941,9,3,0,0
3172.63,upi,food,active,network_failure,CONNECTION_FAILED,2,25,17,8,6,0.32,10,3,0,1
587.05,upi,ecommerce,none,network_failure,NETWORK_ERROR,1,2,2,0,0,0.0,11,3,0,1
2535.73,debit_card,education,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,11,10,1,0,0.0909090909090909,13,3,0,0
611.66,credit_card,education,none,network_failure,NETWORK_ERROR,1,6,5,1,1,0.1666666666666666,13,3,0,1
474.44,wallet,saas,none,network_failure,CONNECTION_FAILED,1,15,8,7,5,0.4666666666666667,13,3,0,1
3047.73,wallet,travel,none,insufficient_funds,BALANCE_LOW,3,29,23,6,5,0.2068965517241379,14,3,0,0
3037.67,credit_card,ecommerce,active,insufficient_funds,BALANCE_LOW,1,13,10,3,2,0.2307692307692307,16,3,0,0
2407.4,upi,healthcare,none,insufficient_funds,BALANCE_LOW,1,7,7,0,0,0.0,16,3,0,0
511.42,credit_card,saas,none,insufficient_funds,INSUFFICIENT_FUNDS,1,5,4,1,0,0.2,17,3,0,0
787.93,upi,food,none,insufficient_funds,BALANCE_LOW,2,18,13,5,3,0.2777777777777778,21,3,0,0
3359.91,debit_card,food,none,expired_payment_method,CARD_EXPIRED,2,24,23,1,1,0.0416666666666666,22,3,0,0
694.45,upi,education,none,insufficient_funds,BALANCE_LOW,1,29,23,6,2,0.2068965517241379,22,3,0,0
460.82,upi,saas,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,27,26,1,1,0.037037037037037,23,3,0,0
526.0,debit_card,education,none,authentication_failure,OTP_FAILED,2,25,16,9,3,0.36,23,3,0,1
2038.39,upi,travel,none,authentication_failure,OTP_FAILED,1,15,12,3,3,0.2,0,4,0,1
1243.13,upi,food,past_due,network_failure,NETWORK_ERROR,2,17,13,4,3,0.2352941176470588,1,4,0,0
1433.33,upi,ecommerce,none,insufficient_funds,BALANCE_LOW,1,25,16,9,8,0.36,2,4,0,0
841.22,upi,saas,none,merchant_error,INVALID_REQUEST,3,23,19,4,1,0.1739130434782608,2,4,0,0
641.75,debit_card,ecommerce,none,authentication_failure,OTP_FAILED,3,6,6,0,0,0.0,2,4,0,0
1385.02,wallet,healthcare,past_due,authentication_failure,OTP_FAILED,3,1,1,0,0,0.0,3,4,0,0
34842.28,credit_card,healthcare,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,22,19,3,2,0.1363636363636363,4,4,0,0
1601.39,upi,education,none,insufficient_funds,BALANCE_LOW,1,22,19,3,1,0.1363636363636363,5,4,0,1
698.53,credit_card,food,none,insufficient_funds,INSUFFICIENT_FUNDS,1,6,5,1,1,0.1666666666666666,12,4,0,1
4201.03,upi,education,active,merchant_error,INVALID_REQUEST,1,12,11,1,1,0.0833333333333333,12,4,0,0
2079.21,debit_card,education,none,transient,PROCESSING_TIMEOUT,1,7,6,1,1,0.1428571428571428,15,4,0,1
1989.37,upi,ecommerce,active,transient,PROCESSING_TIMEOUT,2,12,7,5,1,0.4166666666666667,15,4,0,1
673.58,upi,ecommerce,active,insufficient_funds,INSUFFICIENT_FUNDS,3,12,7,5,4,0.4166666666666667,17,4,0,1
601.89,credit_card,ecommerce,none,network_failure,NETWORK_ERROR,2,12,12,0,0,0.0,17,4,0,1
7579.16,upi,travel,none,unknown,UNKNOWN_ERROR,3,12,10,2,1,0.1666666666666666,18,4,0,1
1660.93,credit_card,saas,past_due,transient,PROCESSING_TIMEOUT,2,24,22,2,0,0.0833333333333333,19,4,0,1
1944.67,upi,ecommerce,past_due,transient,PROCESSING_TIMEOUT,2,24,15,9,2,0.375,20,4,0,0
1584.35,upi,travel,none,insufficient_funds,BALANCE_LOW,1,26,22,4,3,0.1538461538461538,21,4,0,0
1215.78,credit_card,food,none,insufficient_funds,INSUFFICIENT_FUNDS,1,16,14,2,2,0.125,22,4,0,0
1295.64,upi,healthcare,none,insufficient_funds,INSUFFICIENT_FUNDS,2,15,9,6,2,0.4,23,4,0,0
8483.08,upi,saas,none,insufficient_funds,BALANCE_LOW,1,12,10,2,2,0.1666666666666666,23,4,0,0
3144.15,netbanking,saas,active,authentication_failure,OTP_FAILED,1,26,16,10,5,0.3846153846153846,23,4,0,1
1755.11,upi,saas,past_due,expired_payment_method,CARD_EXPIRED,1,24,22,2,0,0.0833333333333333,0,5,1,1
2757.37,upi,food,none,insufficient_funds,INSUFFICIENT_FUNDS,2,5,5,0,0,0.0,0,5,1,0
825.77,credit_card,travel,past_due,authentication_failure,AUTH_FAILED,1,9,9,0,0,0.0,1,5,1,1
6489.39,upi,travel,none,transient,GATEWAY_TIMEOUT,1,8,7,1,1,0.125,1,5,1,1
1096.07,credit_card,saas,none,transient,GATEWAY_TIMEOUT,1,1,1,0,0,0.0,3,5,1,1
1606.49,upi,saas,active,merchant_error,INVALID_REQUEST,1,7,5,2,1,0.2857142857142857,4,5,1,1
1862.81,upi,travel,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,3,1,1,0,0,0.0,4,5,1,0
7294.77,upi,ecommerce,none,insufficient_funds,BALANCE_LOW,3,21,13,8,6,0.3809523809523809,4,5,1,0
18652.84,credit_card,food,none,merchant_error,INVALID_REQUEST,3,25,17,8,6,0.32,6,5,1,0
2457.27,debit_card,saas,none,transient,GATEWAY_TIMEOUT,1,10,7,3,2,0.3,7,5,1,1
1354.95,upi,ecommerce,none,network_failure,NETWORK_ERROR,1,29,14,15,9,0.5172413793103449,7,5,1,1
1464.35,upi,travel,none,insufficient_funds,INSUFFICIENT_FUNDS,2,14,11,3,3,0.2142857142857142,8,5,1,0
5783.25,upi,saas,active,authentication_failure,OTP_FAILED,2,6,4,2,2,0.3333333333333333,8,5,1,1
594.21,credit_card,travel,active,insufficient_funds,BALANCE_LOW,2,17,15,2,2,0.1176470588235294,9,5,1,1
6636.98,credit_card,food,none,network_failure,CONNECTION_FAILED,1,17,12,5,0,0.2941176470588235,9,5,1,0
4903.05,credit_card,ecommerce,none,transient,GATEWAY_TIMEOUT,1,23,17,6,1,0.2608695652173913,10,5,1,1
2315.5,netbanking,food,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,9,9,0,0,0.0,10,5,1,0
2879.1,upi,travel,none,insufficient_funds,BALANCE_LOW,2,28,26,2,0,0.0714285714285714,11,5,1,0
9807.71,wallet,healthcare,none,transient,PROCESSING_TIMEOUT,2,7,6,1,1,0.1428571428571428,11,5,1,1
184.35,credit_card,saas,active,transient,GATEWAY_TIMEOUT,2,27,24,3,3,0.1111111111111111,12,5,1,1
5850.47,netbanking,healthcare,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,3,28,25,3,2,0.1071428571428571,13,5,1,0
843.9,debit_card,ecommerce,none,network_failure,CONNECTION_FAILED,1,3,1,2,0,0.6666666666666666,13,5,1,1
8048.69,upi,travel,none,insufficient_funds,BALANCE_LOW,3,3,1,2,0,0.6666666666666666,14,5,1,0
1290.89,upi,healthcare,active,network_failure,CONNECTION_FAILED,1,3,3,0,0,0.0,14,5,1,1
5988.82,netbanking,ecommerce,active,merchant_error,INVALID_REQUEST,1,5,5,0,0,0.0,16,5,1,0
6613.39,netbanking,ecommerce,active,insufficient_funds,BALANCE_LOW,1,29,24,5,1,0.1724137931034483,17,5,1,1
2832.08,upi,ecommerce,active,transient,GATEWAY_TIMEOUT,2,26,20,6,5,0.2307692307692307,17,5,1,1
2777.71,upi,travel,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,3,11,9,2,1,0.1818181818181818,18,5,1,0
3730.46,upi,ecommerce,past_due,transient,GATEWAY_TIMEOUT,2,19,15,4,3,0.2105263157894736,19,5,1,0
3510.7,upi,food,active,merchant_error,INVALID_REQUEST,1,22,13,9,5,0.4090909090909091,20,5,1,0
1355.49,upi,travel,none,transient,GATEWAY_TIMEOUT,1,23,19,4,1,0.1739130434782608,20,5,1,1
2622.93,debit_card,ecommerce,active,network_failure,NETWORK_ERROR,2,18,17,1,1,0.0555555555555555,23,5,1,0
2670.55,netbanking,ecommerce,none,insufficient_funds,INSUFFICIENT_FUNDS,1,19,15,4,1,0.2105263157894736,0,6,1,1
1504.18,credit_card,education,active,transient,PROCESSING_TIMEOUT,2,7,6,1,0,0.1428571428571428,0,6,1,1
1465.09,wallet,saas,active,insufficient_funds,BALANCE_LOW,3,17,15,2,2,0.1176470588235294,1,6,1,0
6031.52,netbanking,saas,active,transient,PROCESSING_TIMEOUT,1,20,19,1,1,0.05,1,6,1,0
1884.5,credit_card,saas,none,transient,GATEWAY_TIMEOUT,2,13,12,1,1,0.0769230769230769,2,6,1,1
495.1,wallet,travel,none,transient,GATEWAY_TIMEOUT,3,19,18,1,0,0.0526315789473684,3,6,1,1
793.49,netbanking,food,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,28,26,2,2,0.0714285714285714,5,6,1,0
1475.08,netbanking,healthcare,none,merchant_error,INVALID_REQUEST,1,4,2,2,1,0.5,5,6,1,0
683.33,upi,travel,none,authentication_failure,OTP_FAILED,1,26,17,9,3,0.3461538461538461,5,6,1,1
1490.3,upi,ecommerce,none,insufficient_funds,INSUFFICIENT_FUNDS,1,1,0,1,0,1.0,5,6,1,0
998.93,wallet,saas,active,insufficient_funds,BALANCE_LOW,3,15,11,4,2,0.2666666666666666,6,6,1,1
2389.19,upi,education,active,transient,GATEWAY_TIMEOUT,1,3,3,0,0,0.0,6,6,1,1
6026.26,upi,education,none,insufficient_funds,BALANCE_LOW,1,13,9,4,2,0.3076923076923077,7,6,1,1
2954.78,credit_card,travel,none,unknown,UNKNOWN_ERROR,1,8,8,0,0,0.0,8,6,1,1
609.98,credit_card,saas,active,transient,GATEWAY_TIMEOUT,2,28,23,5,1,0.1785714285714285,9,6,1,1
579.87,upi,education,none,network_failure,CONNECTION_FAILED,2,19,12,7,6,0.3684210526315789,10,6,1,1
453.87,upi,travel,none,insufficient_funds,INSUFFICIENT_FUNDS,2,13,10,3,0,0.2307692307692307,11,6,1,1
569.56,wallet,education,active,transient,PROCESSING_TIMEOUT,3,15,14,1,1,0.0666666666666666,13,6,1,1
1420.86,wallet,ecommerce,none,insufficient_funds,BALANCE_LOW,2,22,16,6,2,0.2727272727272727,13,6,1,0
561.52,credit_card,food,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,9,8,1,1,0.1111111111111111,14,6,1,0
890.18,upi,saas,active,insufficient_funds,INSUFFICIENT_FUNDS,1,24,24,0,0,0.0,16,6,1,0
517.33,upi,travel,none,transient,PROCESSING_TIMEOUT,3,11,11,0,0,0.0,16,6,1,1
271.26,debit_card,saas,none,authentication_failure,AUTH_FAILED,1,24,21,3,3,0.125,16,6,1,1
983.6,debit_card,ecommerce,active,insufficient_funds,INSUFFICIENT_FUNDS,1,10,7,3,3,0.3,16,6,1,0
4189.77,credit_card,healthcare,none,network_failure,NETWORK_ERROR,1,1,1,0,0,0.0,18,6,1,1
6084.7,debit_card,healthcare,none,authentication_failure,AUTH_FAILED,1,12,11,1,1,0.0833333333333333,19,6,1,0
1506.41,debit_card,healthcare,none,transient,PROCESSING_TIMEOUT,2,13,10,3,1,0.2307692307692307,19,6,1,1
884.18,upi,food,none,insufficient_funds,INSUFFICIENT_FUNDS,1,14,13,1,0,0.0714285714285714,20,6,1,0
3375.54,upi,education,active,merchant_error,INVALID_REQUEST,1,7,6,1,0,0.1428571428571428,21,6,1,0
1479.46,netbanking,education,active,insufficient_funds,INSUFFICIENT_FUNDS,1,29,19,10,3,0.3448275862068966,22,6,1,0
580.08,debit_card,education,none,insufficient_funds,INSUFFICIENT_FUNDS,1,10,9,1,0,0.1,23,6,1,0
629.15,upi,ecommerce,none,authentication_failure,AUTH_FAILED,3,4,3,1,0,0.25,23,6,1,1
4590.87,netbanking,food,active,transient,PROCESSING_TIMEOUT,3,19,17,2,2,0.1052631578947368,0,0,0,0
2950.85,credit_card,travel,active,expired_payment_method,CARD_EXPIRED,2,14,11,3,3,0.2142857142857142,1,0,0,1
12748.28,upi,travel,none,transient,PROCESSING_TIMEOUT,1,2,2,0,0,0.0,2,0,0,1
1807.43,credit_card,saas,none,insufficient_funds,BALANCE_LOW,3,14,10,4,0,0.2857142857142857,2,0,0,0
1973.0,debit_card,education,past_due,transient,GATEWAY_TIMEOUT,1,13,11,2,0,0.1538461538461538,2,0,0,1
1629.59,credit_card,ecommerce,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,28,26,2,2,0.0714285714285714,3,0,0,0
729.66,upi,food,none,insufficient_funds,INSUFFICIENT_FUNDS,1,1,0,1,1,1.0,7,0,0,0
7503.22,wallet,saas,none,unknown,UNKNOWN_ERROR,3,5,5,0,0,0.0,10,0,0,0
2026.49,upi,ecommerce,none,expired_payment_method,CARD_EXPIRED,1,9,6,3,3,0.3333333333333333,10,0,0,0
7042.58,upi,education,none,network_failure,NETWORK_ERROR,1,7,7,0,0,0.0,12,0,0,0
125.79,upi,saas,none,merchant_error,INVALID_REQUEST,1,16,13,3,1,0.1875,12,0,0,0
1166.21,upi,travel,past_due,network_failure,NETWORK_ERROR,1,6,5,1,0,0.1666666666666666,13,0,0,1
2007.14,upi,healthcare,none,authentication_failure,AUTH_FAILED,1,20,16,4,2,0.2,16,0,0,0
725.34,netbanking,saas,active,network_failure,CONNECTION_FAILED,1,16,13,3,1,0.1875,18,0,0,1
1630.37,debit_card,healthcare,active,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,29,24,5,3,0.1724137931034483,19,0,0,1
5187.63,debit_card,travel,active,network_failure,NETWORK_ERROR,1,21,16,5,3,0.238095238095238,20,0,0,0
1703.5,credit_card,saas,active,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,10,10,0,0,0.0,20,0,0,0
1434.18,upi,ecommerce,active,insufficient_funds,BALANCE_LOW,1,19,13,6,3,0.3157894736842105,21,0,0,1
492.28,netbanking,food,none,network_failure,NETWORK_ERROR,3,6,6,0,0,0.0,22,0,0,0
722.82,netbanking,healthcare,none,transient,PROCESSING_TIMEOUT,1,3,2,1,0,0.3333333333333333,22,0,0,0
567.3,netbanking,travel,none,unknown,UNKNOWN_ERROR,1,17,14,3,2,0.1764705882352941,22,0,0,0
7023.06,credit_card,education,active,transient,PROCESSING_TIMEOUT,2,29,23,6,1,0.2068965517241379,23,0,0,0
430.03,upi,food,past_due,transient,PROCESSING_TIMEOUT,1,14,12,2,2,0.1428571428571428,23,0,0,1
2988.24,upi,travel,none,insufficient_funds,BALANCE_LOW,1,24,14,10,10,0.4166666666666667,0,1,0,0
3654.22,upi,education,none,authentication_failure,OTP_FAILED,2,12,11,1,0,0.0833333333333333,1,1,0,1
5262.08,debit_card,food,none,transient,PROCESSING_TIMEOUT,3,4,3,1,0,0.25,2,1,0,0
2590.64,upi,healthcare,none,transient,PROCESSING_TIMEOUT,1,25,25,0,0,0.0,3,1,0,1
865.29,wallet,travel,active,authentication_failure,OTP_FAILED,3,2,1,1,1,0.5,5,1,0,1
646.0,upi,travel,none,merchant_error,MERCHANT_CONFIGURATION_ERROR,2,6,6,0,0,0.0,5,1,0,0
2899.94,credit_card,travel,none,transient,GATEWAY_TIMEOUT,2,2,2,0,0,0.0,7,1,0,1
559.37,debit_card,food,past_due,unknown,UNKNOWN_ERROR,3,3,2,1,0,0.3333333333333333,8,1,0,0
5402.82,upi,food,none,authentication_failure,AUTH_FAILED,1,26,24,2,0,0.0769230769230769,8,1,0,1
2120.97,debit_card,healthcare,active,insufficient_funds,BALANCE_LOW,1,13,10,3,2,0.2307692307692307,11,1,0,1
2280.48,credit_card,healthcare,active,network_failure,CONNECTION_FAILED,1,29,24,5,0,0.1724137931034483,11,1,0,0
3573.98,credit_card,ecommerce,active,transient,GATEWAY_TIMEOUT,1,7,5,2,2,0.2857142857142857,14,1,0,1
2014.68,upi,food,none,authentication_failure,AUTH_FAILED,2,4,4,0,0,0.0,16,1,0,0
510.23,upi,healthcare,active,transient,GATEWAY_TIMEOUT,2,5,1,4,4,0.8,16,1,0,0
2114.66,wallet,travel,active,insufficient_funds,BALANCE_LOW,1,24,19,5,3,0.2083333333333333,17,1,0,0
2177.68,upi,saas,none,expired_payment_method,CARD_EXPIRED,1,19,15,4,3,0.2105263157894736,18,1,0,1
4604.17,upi,saas,active,expired_payment_method,CARD_EXPIRED,2,2,2,0,0,0.0,18,1,0,1
2185.08,upi,saas,none,transient,PROCESSING_TIMEOUT,1,18,14,4,2,0.2222222222222222,19,1,0,1
1665.52,debit_card,food,none,transient,GATEWAY_TIMEOUT,3,25,20,5,2,0.2,20,1,0,0
1422.35,debit_card,education,none,expired_payment_method,CARD_EXPIRED,1,8,7,1,0,0.125,21,1,0,1
2752.51,credit_card,food,active,insufficient_funds,BALANCE_LOW,1,14,13,1,1,0.0714285714285714,23,1,0,0
5685.96,upi,food,none,transient,GATEWAY_TIMEOUT,2,11,8,3,1,0.2727272727272727,0,2,0,1
3388.33,debit_card,ecommerce,past_due,transient,PROCESSING_TIMEOUT,1,25,25,0,0,0.0,2,2,0,1
955.01,upi,saas,none,insufficient_funds,BALANCE_LOW,1,4,4,0,0,0.0,2,2,0,0
7058.18,netbanking,ecommerce,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,1,0,1,0,1.0,3,2,0,0
2734.29,debit_card,education,none,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,17,15,2,0,0.1176470588235294,3,2,0,1
13145.22,upi,ecommerce,active,authentication_failure,OTP_FAILED,3,4,4,0,0,0.0,4,2,0,0
2124.44,debit_card,education,none,network_failure,CONNECTION_FAILED,2,14,9,5,0,0.3571428571428571,4,2,0,0
2915.79,upi,ecommerce,active,transient,GATEWAY_TIMEOUT,2,15,10,5,2,0.3333333333333333,8,2,0,0
2572.03,upi,education,none,expired_payment_method,CARD_EXPIRED,3,28,13,15,8,0.5357142857142857,9,2,0,0
763.89,credit_card,travel,none,insufficient_funds,BALANCE_LOW,1,22,21,1,1,0.0454545454545454,9,2,0,0
394.22,upi,food,none,transient,GATEWAY_TIMEOUT,3,3,3,0,0,0.0,10,2,0,1
