transaction_id,customer_id,timestamp,amount,currency,payment_method,merchant_category,subscription_status,payment_status,failure_category,failure_code,attempt_number,previous_transactions,previous_successes,previous_failures,previous_recovery_successes,customer_failure_rate,hour_of_day,day_of_week,is_weekend,recovery_probability,recovered
TXN_006613,CUST_06858,2026-03-10 21:00:00,520.45,INR,credit_card,travel,none,successful,none,NONE,1,26,20,6,2,0.23076923076923078,21,1,0,0.5455,0
TXN_006614,CUST_05020,2026-03-10 21:15:00,7856.11,INR,upi,healthcare,none,successful,none,NONE,1,24,21,3,3,0.125,21,1,0,0.5176,0
TXN_006615,CUST_03217,2026-03-10 21:30:00,1022.46,INR,credit_card,saas,none,successful,none,NONE,1,24,18,6,5,0.25,21,1,0,0.5263,0
TXN_006616,CUST_05476,2026-03-10 21:45:00,4865.98,INR,credit_card,education,active,failed,expired_payment_method,PAYMENT_METHOD_EXPIRED,1,12,11,1,4,0.08333333333333333,21,1,0,0.5355,1
TXN_006617,CUST_03670,2026-03-10 22:00:00,979.61,INR,credit_card,travel,none,successful,none,NONE,1,21,18,3,2,0.14285714285714285,22,1,0,0.5573,0
TXN_006618,CUST_02525,2026-03-10 22:15:00,1882.82,INR,upi,food,none,successful,none,NONE,1,1,0,4,2,4.0,22,1,0,0.02,0
TXN_006619,CUST_07499,2026-03-10 22:30:00,2393.98,INR,netbanking,healthcare,none,successful,none,NONE,1,15,9,6,2,0.4,22,1,0,0.4168,0
TXN_006620,CUST_01962,2026-03-10 22:45:00,297.79,INR,debit_card,healthcare,active,successful,none,NONE,1,8,2,6,1,0.75,22,1,0,0.3953,0
TXN_006621,CUST_06304,2026-03-10 23:00:00,1063.23,INR,wallet,food,none,failed,transient,PROCESSING_TIMEOUT,1,18,18,0,2,0.0,23,1,0,0.7895,0
TXN_006622,CUST_04626,2026-03-10 23:15:00,2347.68,INR,netbanking,food,active,failed,network_failure,NETWORK_ERROR,1,13,11,2,4,0.15384615384615385,23,1,0,0.7522,0
TXN_006623,CUST_08293,2026-03-10 23:30:00,1951.2,INR,upi,saas,active,successful,none,NONE,1,29,25,4,2,0.13793103448275862,23,1,0,0.7161,0
TXN_006624,CUST_09506,2026-03-10 23:45:00,1911.12,INR,upi,healthcare,past_due,successful,none,NONE,1,4,0,6,1,1.5,23,1,0,0.1504,0
TXN_006625,CUST_03449,2026-03-11 00:00:00,4206.83,INR,credit_card,ecommerce,none,successful,none,NONE,1,2,0,3,3,1.5,0,2,0,0.2077,0
TXN_006626,CUST_03245,2026-03-11 00:15:00,893.38,INR,upi,ecommerce,none,successful,none,NONE,1,24,19,5,1,0.20833333333333334,0,2,0,0.5036,0
TXN_006627,CUST_06048,2026-03-11 00:30:00,1964.98,INR,upi,healthcare,active,failed,network_failure,NETWORK_ERROR,2,13,11,2,5,0.15384615384615385,0,2,0,0.7032,1
TXN_006628,CUST_04675,2026-03-11 00:45:00,543.7,INR,upi,education,past_due,successful,none,NONE,1,25,20,5,0,0.2,0,2,0,0.5164,0
TXN_006629,CUST_01215,2026-03-11 01:00:00,1170.13,INR,upi,saas,none,successful,none,NONE,1,11,6,5,5,0.45454545454545453,1,2,0,0.5129,0
TXN_006630,CUST_07607,2026-03-11 01:15:00,5568.14,INR,upi,saas,active,successful,none,NONE,1,13,12,1,2,0.07692307692307693,1,2,0,0.7397,0
TXN_006631,CUST_03627,2026-03-11 01:30:00,1862.26,INR,credit_card,food,active,failed,authentication_failure,AUTH_FAILED,3,16,11,5,4,0.3125,1,2,0,0.2287,0
TXN_006632,CUST_08982,2026-03-11 01:45:00,1202.94,INR,wallet,ecommerce,active,successful,none,NONE,1,4,0,5,0,1.25,1,2,0,0.1294,0
TXN_006633,CUST_09559,2026-03-11 02:00:00,882.93,INR,upi,saas,none,failed,authentication_failure,AUTH_FAILED,1,21,21,0,1,0.0,2,2,0,0.5056,1
TXN_006634,CUST_07876,2026-03-11 02:15:00,529.96,INR,upi,ecommerce,active,failed,network_failure,CONNECTION_FAILED,1,4,0,5,3,1.25,2,2,0,0.3677,0
TXN_006635,CUST_06269,2026-03-11 02:30:00,4326.76,INR,wallet,education,active,successful,none,NONE,1,23,22,1,5,0.043478260869565216,2,2,0,0.5858,0
TXN_006636,CUST_06813,2026-03-11 02:45:00,12319.45,INR,credit_card,food,active,successful,none,NONE,1,1,0,1,5,1.0,2,2,0,0.2631,0
TXN_006637,CUST_05480,2026-03-11 03:00:00,1244.32,INR,credit_card,ecommerce,none,successful,none,NONE,1,5,4,1,0,0.2,3,2,0,0.444,0
TXN_006638,CUST_08695,2026-03-11 03:15:00,355.62,INR,upi,ecommerce,none,successful,none,NONE,1,18,12,6,5,0.3333333333333333,3,2,0,0.6231,0
TXN_006639,CUST_00173,2026-03-11 03:30:00,7271.44,INR,upi,saas,active,successful,none,NONE,1,23,22,1,1,0.043478260869565216,3,2,0,0.469,0
TXN_006640,CUST_00887,2026-03-11 03:45:00,808.58,INR,credit_card,ecommerce,active,successful,none,NONE,1,28,27,1,3,0.03571428571428571,3,2,0,0.536,0
TXN_006641,CUST_09610,2026-03-11 04:00:00,2553.38,INR,upi,saas,active,successful,none,NONE,1,17,11,6,2,0.35294117647058826,4,2,0,0.4648,0
TXN_006642,CUST_06264,2026-03-11 04:15:00,2901.8,INR,netbanking,healthcare,none,successful,none,NONE,1,11,9,2,0,0.18181818181818182,4,2,0,0.5691,0
TXN_006643,CUST_04369,2026-03-11 04:30:00,4974.54,INR,credit_card,saas,active,failed,insufficient_funds,BALANCE_LOW,1,12,12,0,1,0.0,4,2,0,0.3814,0
TXN_006644,CUST_09602,2026-03-11 04:45:00,1467.73,INR,wallet,food,active,successful,none,NONE,1,6,5,1,3,0.16666666666666666,4,2,0,0.5449,0
TXN_006645,CUST_07057,2026-03-11 05:00:00,2738.89,INR,debit_card,healthcare,none,failed,network_failure,NETWORK_ERROR,1,13,12,1,1,0.07692307692307693,5,2,0,0.7401,0
TXN_006646,CUST_04954,2026-03-11 05:15:00,1345.05,INR,upi,travel,active,successful,none,NONE,1,2,0,5,0,2.5,5,2,0,0.02,0
TXN_006647,CUST_00261,2026-03-11 05:30:00,299.92,INR,credit_card,education,past_due,successful,none,NONE,1,17,14,3,5,0.17647058823529413,5,2,0,0.6821,0
TXN_006648,CUST_03353,2026-03-11 05:45:00,1239.62,INR,upi,healthcare,active,successful,none,NONE,1,7,6,1,1,0.14285714285714285,5,2,0,0.4024,0
TXN_006649,CUST_01353,2026-03-11 06:00:00,2520.99,INR,netbanking,ecommerce,none,failed,transient,PROCESSING_TIMEOUT,1,15,14,1,2,0.06666666666666667,6,2,0,0.7294,1
TXN_006650,CUST_05244,2026-03-11 06:15:00,732.94,INR,upi,saas,none,successful,none,NONE,1,4,0,6,0,1.5,6,2,0,0.1068,0
TXN_006651,CUST_09692,2026-03-11 06:30:00,1955.85,INR,upi,education,active,successful,none,NONE,1,23,17,6,4,0.2608695652173913,6,2,0,0.4356,0
TXN_006652,CUST_03007,2026-03-11 06:45:00,2296.3,INR,netbanking,education,active,failed,insufficient_funds,INSUFFICIENT_FUNDS,2,9,7,2,2,0.2222222222222222,6,2,0,0.1171,0
TXN_006653,CUST_00823,2026-03-11 07:00:00,6016.7,INR,upi,food,none,successful,none,NONE,1,3,0,5,0,1.6666666666666667,7,2,0,0.02,0
TXN_006654,CUST_00532,2026-03-11 07:15:00,782.08,INR,credit_card,ecommerce,none,successful,none,NONE,1,13,8,5,0,0.38461538461538464,7,2,0,0.4057,0
TXN_006655,CUST_02821,2026-03-11 07:30:00,2243.84,INR,debit_card,travel,active,successful,none,NONE,1,26,24,2,3,0.07692307692307693,7,2,0,0.6498,0
TXN_006656,CUST_00167,2026-03-11 07:45:00,673.76,INR,upi,saas,active,successful,none,NONE,1,15,14,1,3,0.06666666666666667,7,2,0,0.5636,0
TXN_006657,CUST_04927,2026-03-11 08:00:00,252.05,INR,upi,healthcare,none,successful,none,NONE,1,16,12,4,5,0.25,8,2,0,0.583,0
TXN_006658,CUST_01056,2026-03-11 08:15:00,1172.28,INR,upi,travel,active,successful,none,NONE,1,4,1,3,0,0.75,8,2,0,0.2908,0
TXN_006659,CUST_01255,2026-03-11 08:30:00,1100.28,INR,debit_card,food,none,successful,none,NONE,1,1,0,4,0,4.0,8,2,0,0.02,0
TXN_006660,CUST_04287,2026-03-11 08:45:00,2451.92,INR,upi,food,active,failed,transient,PROCESSING_TIMEOUT,1,3,0,6,0,2.0,8,2,0,0.1025,0
TXN_006661,CUST_08010,2026-03-11 09:00:00,5118.09,INR,wallet,ecommerce,none,failed,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,9,9,0,3,0.0,9,2,0,0.3576,1
TXN_006662,CUST_04008,2026-03-11 09:15:00,1982.73,INR,upi,education,active,failed,insufficient_funds,INSUFFICIENT_FUNDS,2,9,3,6,4,0.6666666666666666,9,2,0,0.2561,0
TXN_006663,CUST_07759,2026-03-11 09:30:00,1003.61,INR,credit_card,travel,past_due,successful,none,NONE,1,21,15,6,4,0.2857142857142857,9,2,0,0.6161,0
TXN_006664,CUST_09724,2026-03-11 09:45:00,858.74,INR,upi,travel,past_due,successful,none,NONE,1,22,17,5,0,0.22727272727272727,9,2,0,0.4745,0
TXN_006665,CUST_09165,2026-03-11 10:00:00,5138.17,INR,netbanking,healthcare,none,successful,none,NONE,1,9,4,5,1,0.5555555555555556,10,2,0,0.3769,0
TXN_006666,CUST_07890,2026-03-11 10:15:00,3340.26,INR,upi,food,none,successful,none,NONE,1,23,22,1,2,0.043478260869565216,10,2,0,0.7024,0
TXN_006667,CUST_04745,2026-03-11 10:30:00,812.85,INR,credit_card,saas,none,successful,none,NONE,1,4,0,5,5,1.25,10,2,0,0.2597,0
TXN_006668,CUST_08298,2026-03-11 10:45:00,526.42,INR,wallet,ecommerce,none,failed,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,13,10,3,0,0.23076923076923078,10,2,0,0.3839,0
TXN_006669,CUST_09797,2026-03-11 11:00:00,811.7,INR,credit_card,ecommerce,past_due,successful,none,NONE,1,12,9,3,3,0.25,11,2,0,0.4896,0
TXN_006670,CUST_04288,2026-03-11 11:15:00,4383.35,INR,credit_card,education,active,failed,insufficient_funds,BALANCE_LOW,2,11,6,5,3,0.45454545454545453,11,2,0,0.1821,0
TXN_006671,CUST_01003,2026-03-11 11:30:00,769.62,INR,netbanking,education,none,successful,none,NONE,1,6,6,0,4,0.0,11,2,0,0.5388,0
TXN_006672,CUST_00085,2026-03-11 11:45:00,2723.21,INR,netbanking,ecommerce,none,successful,none,NONE,1,2,0,2,2,1.0,11,2,0,0.2873,0
TXN_006673,CUST_02996,2026-03-11 12:00:00,8259.52,INR,debit_card,education,active,successful,none,NONE,1,4,4,0,2,0.0,12,2,0,0.5189,0
TXN_006674,CUST_05157,2026-03-11 12:15:00,879.51,INR,upi,travel,none,successful,none,NONE,1,3,3,0,1,0.0,12,2,0,0.6163,0
TXN_006675,CUST_07195,2026-03-11 12:30:00,1282.15,INR,debit_card,ecommerce,past_due,successful,none,NONE,1,27,20,7,0,0.25925925925925924,12,2,0,0.5996,0
TXN_006676,CUST_05784,2026-03-11 12:45:00,1749.79,INR,debit_card,travel,none,successful,none,NONE,1,15,8,7,0,0.4666666666666667,12,2,0,0.4316,0
TXN_006677,CUST_05696,2026-03-11 13:00:00,424.45,INR,upi,food,none,failed,expired_payment_method,CARD_EXPIRED,2,13,6,7,5,0.5384615384615384,13,2,0,0.2327,0
TXN_006678,CUST_00154,2026-03-11 13:15:00,950.06,INR,credit_card,healthcare,none,successful,none,NONE,1,23,20,3,1,0.13043478260869565,13,2,0,0.4627,0
TXN_006679,CUST_09654,2026-03-11 13:30:00,2112.73,INR,upi,saas,active,successful,none,NONE,1,20,19,1,5,0.05,13,2,0,0.5538,0
TXN_006680,CUST_06415,2026-03-11 13:45:00,750.21,INR,upi,saas,past_due,failed,merchant_error,INVALID_REQUEST,3,29,28,1,2,0.034482758620689655,13,2,0,0.0312,0
TXN_006681,CUST_06685,2026-03-11 14:00:00,12323.09,INR,upi,saas,active,failed,unknown,UNKNOWN_ERROR,1,3,2,1,0,0.3333333333333333,14,2,0,0.4233,1
TXN_006682,CUST_02020,2026-03-11 14:15:00,1155.52,INR,netbanking,healthcare,active,successful,none,NONE,1,9,8,1,0,0.1111111111111111,14,2,0,0.4681,0
TXN_006683,CUST_09290,2026-03-11 14:30:00,1534.18,INR,wallet,saas,past_due,failed,transient,PROCESSING_TIMEOUT,2,25,18,7,0,0.28,14,2,0,0.4709,0
TXN_006684,CUST_00571,2026-03-11 14:45:00,1073.57,INR,debit_card,ecommerce,none,successful,none,NONE,1,1,1,0,3,0.0,14,2,0,0.6343,0
TXN_006685,CUST_07923,2026-03-11 15:00:00,1446.33,INR,upi,education,past_due,failed,transient,GATEWAY_TIMEOUT,2,29,26,3,4,0.10344827586206896,15,2,0,0.676,1
TXN_006686,CUST_08341,2026-03-11 15:15:00,939.54,INR,debit_card,saas,none,successful,none,NONE,1,3,2,1,5,0.3333333333333333,15,2,0,0.6901,0
TXN_006687,CUST_06154,2026-03-11 15:30:00,278.02,INR,upi,ecommerce,none,successful,none,NONE,1,28,25,3,3,0.10714285714285714,15,2,0,0.464,0
TXN_006688,CUST_02692,2026-03-11 15:45:00,1301.51,INR,upi,travel,none,successful,none,NONE,1,1,0,5,1,5.0,15,2,0,0.02,0
TXN_006689,CUST_07670,2026-03-11 16:00:00,9152.33,INR,credit_card,saas,active,failed,authentication_failure,AUTH_FAILED,2,11,6,5,2,0.45454545454545453,16,2,0,0.3375,0
TXN_006690,CUST_05508,2026-03-11 16:15:00,7796.34,INR,netbanking,food,none,successful,none,NONE,1,23,23,0,2,0.0,16,2,0,0.4998,0
TXN_006691,CUST_04870,2026-03-11 16:30:00,696.62,INR,upi,travel,none,failed,insufficient_funds,INSUFFICIENT_FUNDS,2,24,20,4,5,0.16666666666666666,16,2,0,0.3264,0
TXN_006692,CUST_05850,2026-03-11 16:45:00,427.95,INR,credit_card,healthcare,past_due,successful,none,NONE,1,16,12,4,2,0.25,16,2,0,0.5158,0
TXN_006693,CUST_05968,2026-03-11 17:00:00,283.72,INR,debit_card,education,none,failed,transient,GATEWAY_TIMEOUT,1,9,2,7,5,0.7777777777777778,17,2,0,0.6717,0
TXN_006694,CUST_03656,2026-03-11 17:15:00,749.86,INR,netbanking,travel,none,successful,none,NONE,1,20,13,7,0,0.35,17,2,0,0.3288,0
TXN_006695,CUST_06672,2026-03-11 17:30:00,1091.58,INR,upi,saas,none,successful,none,NONE,1,23,19,4,2,0.17391304347826086,17,2,0,0.6283,0
TXN_006696,CUST_05670,2026-03-11 17:45:00,2585.35,INR,credit_card,food,active,successful,none,NONE,1,15,15,0,3,0.0,17,2,0,0.6432,0
TXN_006697,CUST_09905,2026-03-11 18:00:00,1238.82,INR,netbanking,ecommerce,active,successful,none,NONE,1,19,18,1,0,0.05263157894736842,18,2,0,0.5739,0
TXN_006698,CUST_02493,2026-03-11 18:15:00,3968.16,INR,upi,travel,none,failed,transient,PROCESSING_TIMEOUT,2,25,25,0,2,0.0,18,2,0,0.6571,1
TXN_006699,CUST_09537,2026-03-11 18:30:00,3070.5,INR,upi,travel,none,successful,none,NONE,1,16,15,1,5,0.0625,18,2,0,0.6287,0
TXN_006700,CUST_09299,2026-03-11 18:45:00,2458.24,INR,upi,food,active,successful,none,NONE,1,27,22,5,2,0.18518518518518517,18,2,0,0.6031,0
TXN_006701,CUST_06513,2026-03-11 19:00:00,1613.67,INR,debit_card,education,active,successful,none,NONE,1,19,12,7,1,0.3684210526315789,19,2,0,0.5672,0
TXN_006702,CUST_08775,2026-03-11 19:15:00,4378.07,INR,wallet,food,past_due,successful,none,NONE,1,21,17,4,5,0.19047619047619047,19,2,0,0.6324,0
TXN_006703,CUST_04351,2026-03-11 19:30:00,3185.82,INR,credit_card,education,none,successful,none,NONE,1,10,6,4,5,0.4,19,2,0,0.5711,0
TXN_006704,CUST_06600,2026-03-11 19:45:00,483.77,INR,wallet,healthcare,past_due,successful,none,NONE,1,28,22,6,4,0.21428571428571427,19,2,0,0.6967,0
TXN_006705,CUST_04657,2026-03-11 20:00:00,2896.13,INR,wallet,travel,none,successful,none,NONE,1,14,13,1,2,0.07142857142857142,20,2,0,0.4182,0
TXN_006706,CUST_08512,2026-03-11 20:15:00,1073.11,INR,netbanking,travel,active,failed,authentication_failure,AUTH_FAILED,1,14,14,0,5,0.0,20,2,0,0.7477,1
TXN_006707,CUST_04316,2026-03-11 20:30:00,4116.14,INR,upi,education,active,failed,network_failure,CONNECTION_FAILED,2,12,6,6,3,0.5,20,2,0,0.4545,1
TXN_006708,CUST_04795,2026-03-11 20:45:00,3251.37,INR,debit_card,education,active,successful,none,NONE,1,5,4,1,2,0.2,20,2,0,0.5655,0
TXN_006709,CUST_01438,2026-03-11 21:00:00,8456.75,INR,netbanking,ecommerce,none,failed,merchant_error,INVALID_REQUEST,1,17,10,7,3,0.4117647058823529,21,2,0,0.1889,0
TXN_006710,CUST_00032,2026-03-11 21:15:00,298.1,INR,netbanking,food,none,successful,none,NONE,1,26,20,6,5,0.23076923076923078,21,2,0,0.5903,0
TXN_006711,CUST_00715,2026-03-11 21:30:00,2373.13,INR,credit_card,saas,active,successful,none,NONE,1,13,8,5,3,0.38461538461538464,21,2,0,0.2838,0
TXN_006712,CUST_07956,2026-03-11 21:45:00,1002.56,INR,netbanking,education,active,successful,none,NONE,1,25,23,2,1,0.08,21,2,0,0.547,0
TXN_006713,CUST_09232,2026-03-11 22:00:00,12243.55,INR,netbanking,saas,none,successful,none,NONE,1,25,21,4,1,0.16,22,2,0,0.2561,0
TXN_006714,CUST_00409,2026-03-11 22:15:00,117.24,INR,upi,food,none,successful,none,NONE,1,27,23,4,2,0.14814814814814814,22,2,0,0.3439,0
TXN_006715,CUST_07347,2026-03-11 22:30:00,2667.76,INR,upi,saas,none,successful,none,NONE,1,1,0,1,4,1.0,22,2,0,0.3767,0
TXN_006716,CUST_08039,2026-03-11 22:45:00,2971.68,INR,netbanking,food,none,successful,none,NONE,1,23,17,6,4,0.2608695652173913,22,2,0,0.507,0
TXN_006717,CUST_07741,2026-03-11 23:00:00,262.83,INR,debit_card,education,none,successful,none,NONE,1,22,18,4,1,0.18181818181818182,23,2,0,0.3978,0
TXN_006718,CUST_07665,2026-03-11 23:15:00,2872.27,INR,upi,saas,none,failed,insufficient_funds,INSUFFICIENT_FUNDS,2,12,8,4,0,0.3333333333333333,23,2,0,0.1056,0
TXN_006719,CUST_05032,2026-03-11 23:30:00,292.93,INR,credit_card,ecommerce,none,successful,none,NONE,1,5,2,3,2,0.6,23,2,0,0.4319,0
TXN_006720,CUST_01128,2026-03-11 23:45:00,938.12,INR,wallet,saas,past_due,successful,none,NONE,1,7,6,1,3,0.14285714285714285,23,2,0,0.5577,0
TXN_006721,CUST_05437,2026-03-12 00:00:00,2600.84,INR,upi,travel,none,failed,merchant_error,MERCHANT_CONFIGURATION_ERROR,1,12,7,5,0,0.4166666666666667,0,3,0,0.1135,1
TXN_006722,CUST_08899,2026-03-12 00:15:00,746.9,INR,upi,ecommerce,active,successful,none,NONE,1,17,11,6,3,0.35294117647058826,0,3,0,0.4663,0
TXN_006723,CUST_00783,2026-03-12 00:30:00,1928.47,INR,debit_card,education,none,successful,none,NONE,1,5,0,6,3,1.2,0,3,0,0.2761,0
TXN_006724,CUST_05301,2026-03-12 00:45:00,1788.98,INR,upi,education,none,failed,transient,PROCESSING_TIMEOUT,1,4,0,7,3,1.75,0,3,0,0.3327,0
TXN_006725,CUST_02180,2026-03-12 01:00:00,2912.9,INR,upi,ecommerce,active,successful,none,NONE,1,29,27,2,0,0.06896551724137931,1,3,0,0.4251,0
TXN_006726,CUST_06807,2026-03-12 01:15:00,688.09,INR,netbanking,travel,none,successful,none,NONE,1,20,15,5,2,0.25,1,3,0,0.5722,0
TXN_006727,CUST_01179,2026-03-12 01:30:00,4140.12,INR,netbanking,travel,none,successful,none,NONE,1,5,5,0,3,0.0,1,3,0,0.6469,0
TXN_006728,CUST_02407,2026-03-12 01:45:00,133.54,INR,debit_card,food,none,successful,none,NONE,1,27,27,0,4,0.0,1,3,0,0.5907,0
TXN_006729,CUST_02808,2026-03-12 02:00:00,7063.07,INR,upi,food,none,failed,authentication_failure,AUTH_FAILED,1,13,10,3,2,0.23076923076923078,2,3,0,0.4505,0
TXN_006730,CUST_02765,2026-03-12 02:15:00,1428.37,INR,upi,education,none,successful,none,NONE,1,14,12,2,5,0.14285714285714285,2,3,0,0.4999,0
TXN_006731,CUST_02725,2026-03-12 02:30:00,1565.81,INR,debit_card,saas,active,successful,none,NONE,1,15,9,6,3,0.4,2,3,0,0.5025,0
TXN_006732,CUST_02536,2026-03-12 02:45:00,2375.55,INR,netbanking,travel,none,successful,none,NONE,1,5,1,4,5,0.8,2,3,0,0.4788,0
TXN_006733,CUST_08405,2026-03-12 03:00:00,2137.4,INR,credit_card,saas,none,successful,none,NONE,1,26,21,5,1,0.19230769230769232,3,3,0,0.5272,0
TXN_006734,CUST_04862,2026-03-12 03:15:00,1795.74,INR,netbanking,travel,none,successful,none,NONE,1,12,6,6,3,0.5,3,3,0,0.4023,0
TXN_006735,CUST_06301,2026-03-12 03:30:00,5530.99,INR,netbanking,ecommerce,none,successful,none,NONE,1,14,9,5,0,0.35714285714285715,3,3,0,0.444,0
TXN_006736,CUST_07857,2026-03-12 03:45:00,455.45,INR,netbanking,travel,none,successful,none,NONE,1,12,6,6,3,0.5,3,3,0,0.4196,0
TXN_006737,CUST_03147,2026-03-12 04:00:00,762.23,INR,debit_card,healthcare,none,successful,none,NONE,1,5,0,7,4,1.4,4,3,0,0.3909,0
TXN_006738,CUST_06579,2026-03-12 04:15:00,2658.98,INR,netbanking,saas,none,failed,insufficient_funds,BALANCE_LOW,1,15,10,5,3,0.3333333333333333,4,3,0,0.4591,1
TXN_006739,CUST_01202,2026-03-12 04:30:00,1294.03,INR,upi,ecommerce,none,successful,none,NONE,1,23,19,4,1,0.17391304347826086,4,3,0,0.4173,0
TXN_006740,CUST_02890,2026-03-12 04:45:00,5752.16,INR,credit_card,healthcare,none,successful,none,NONE,1,19,14,5,4,0.2631578947368421,4,3,0,0.4516,0
TXN_006741,CUST_00645,2026-03-12 05:00:00,13498.06,INR,upi,healthcare,active,successful,none,NONE,1,1,1,0,4,0.0,5,3,0,0.5897,0
TXN_006742,CUST_05952,2026-03-12 05:15:00,1808.23,INR,upi,food,none,successful,none,NONE,1,25,19,6,0,0.24,5,3,0,0.365,0
TXN_006743,CUST_04223,2026-03-12 05:30:00,382.59,INR,wallet,travel,active,successful,none,NONE,1,8,6,2,5,0.25,5,3,0,0.6708,0
TXN_006744,CUST_04321,2026-03-12 05:45:00,814.89,INR,credit_card,food,none,successful,none,NONE,1,12,12,0,5,0.0,5,3,0,0.5532,0
TXN_006745,CUST_03089,2026-03-12 06:00:00,286.35,INR,netbanking,healthcare,active,successful,none,NONE,1,12,12,0,1,0.0,6,3,0,0.6437,0
TXN_006746,CUST_08689,2026-03-12 06:15:00,3142.07,INR,upi,ecommerce,past_due,successful,none,NONE,1,19,12,7,3,0.3684210526315789,6,3,0,0.5037,0
TXN_006747,CUST_08665,2026-03-12 06:30:00,767.74,INR,upi,healthcare,past_due,successful,none,NONE,1,6,1,5,1,0.8333333333333334,6,3,0,0.4333,0
TXN_006748,CUST_03383,2026-03-12 06:45:00,1559.64,INR,credit_card,ecommerce,active,successful,none,NONE,1,20,14,6,2,0.3,6,3,0,0.4822,0
TXN_006749,CUST_07926,2026-03-12 07:00:00,1387.31,INR,upi,saas,active,successful,none,NONE,1,6,1,5,3,0.8333333333333334,7,3,0,0.3749,0
TXN_006750,CUST_01161,2026-03-12 07:15:00,4975.9,INR,upi,healthcare,past_due,successful,none,NONE,1,10,10,0,2,0.0,7,3,0,0.6429,0
TXN_006751,CUST_04313,2026-03-12 07:30:00,1893.01,INR,upi,food,active,successful,none,NONE,1,6,4,2,4,0.3333333333333333,7,3,0,0.6304,0
TXN_006752,CUST_08388,2026-03-12 07:45:00,1410.82,INR,netbanking,travel,none,successful,none,NONE,1,27,24,3,4,0.1111111111111111,7,3,0,0.6047,0
TXN_006753,CUST_02249,2026-03-12 08:00:00,786.35,INR,credit_card,saas,none,successful,none,NONE,1,3,1,2,5,0.6666666666666666,8,3,0,0.3871,0
TXN_006754,CUST_04462,2026-03-12 08:15:00,3099.71,INR,wallet,travel,none,failed,expired_payment_method,CARD_EXPIRED,2,19,18,1,5,0.05263157894736842,8,3,0,0.4894,0
TXN_006755,CUST_02767,2026-03-12 08:30:00,668.21,INR,netbanking,saas,none,failed,network_failure,NETWORK_ERROR,1,29,24,5,2,0.1724137931034483,8,3,0,0.8507,0
TXN_006756,CUST_01552,2026-03-12 08:45:00,582.27,INR,credit_card,saas,none,successful,none,NONE,1,6,1,5,3,0.8333333333333334,8,3,0,0.4669,0
TXN_006757,CUST_02448,2026-03-12 09:00:00,1055.0,INR,credit_card,saas,past_due,successful,none,NONE,1,10,3,7,2,0.7,9,3,0,0.3913,0
TXN_006758,CUST_05645,2026-03-12 09:15:00,11747.89,INR,credit_card,travel,active,failed,insufficient_funds,BALANCE_LOW,1,15,13,2,4,0.13333333333333333,9,3,0,0.2679,0
TXN_006759,CUST_04310,2026-03-12 09:30:00,1646.35,INR,upi,travel,active,failed,network_failure,CONNECTION_FAILED,1,23,17,6,2,0.2608695652173913,9,3,0,0.6989,1
TXN_006760,CUST_07497,2026-03-12 09:45:00,1718.96,INR,upi,healthcare,none,successful,none,NONE,1,7,4,3,5,0.42857142857142855,9,3,0,0.4943,0
TXN_006761,CUST_08311,2026-03-12 10:00:00,2397.27,INR,credit_card,saas,active,successful,none,NONE,1,23,22,1,4,0.043478260869565216,10,3,0,0.772,0
TXN_006762,CUST_03497,2026-03-12 10:15:00,2219.53,INR,netbanking,food,none,failed,expired_payment_method,PAYMENT_METHOD_EXPIRED,2,26,26,0,4,0.0,10,3,0,0.2891,0
TXN_006763,CUST_01717,2026-03-12 10:30:00,1479.78,INR,credit_card,healthcare,none,failed,unknown,UNKNOWN_ERROR,3,28,21,7,4,0.25,10,3,0,0.2853,0
TXN_006764,CUST_04938,2026-03-12 10:45:00,753.11,INR,credit_card,ecommerce,active,failed,insufficient_funds,INSUFFICIENT_FUNDS,2,8,4,4,2,0.5,10,3,0,0.2596,0
TXN_006765,CUST_02915,2026-03-12 11:00:00,1212.09,INR,credit_card,food,past_due,successful,none,NONE,1,2,0,2,0,1.0,11,3,0,0.2994,0
TXN_006766,CUST_01673,2026-03-12 11:15:00,1494.46,INR,upi,healthcare,active,successful,none,NONE,1,4,0,5,5,1.25,11,3,0,0.3559,0
TXN_006767,CUST_09395,2026-03-12 11:30:00,503.54,INR,upi,travel,none,successful,none,NONE,1,21,19,2,0,0.09523809523809523,11,3,0,0.5627,0
TXN_006768,CUST_01456,2026-03-12 11:45:00,1482.32,INR,debit_card,travel,active,successful,none,NONE,1,14,9,5,1,0.35714285714285715,11,3,0,0.5665,0
TXN_006769,CUST_06546,2026-03-12 12:00:00,2146.09,INR,upi,education,none,failed,network_failure,NETWORK_ERROR,1,6,0,7,5,1.1666666666666667,12,3,0,0.3829,0
TXN_006770,CUST_07027,2026-03-12 12:15:00,1111.33,INR,upi,education,active,failed,transient,GATEWAY_TIMEOUT,2,8,6,2,2,0.25,12,3,0,0.6567,0
TXN_006771,CUST_03979,2026-03-12 12:30:00,5487.41,INR,credit_card,food,active,successful,none,NONE,1,24,20,4,5,0.16666666666666666,12,3,0,0.5987,0
TXN_006772,CUST_02472,2026-03-12 12:45:00,2305.74,INR,debit_card,travel,none,successful,none,NONE,1,2,0,7,1,3.5,12,3,0,0.02,0
